THUMB,INDEX,MIDDLE,RING,LITTLE,ACCEL_X,ACCEL_Y,ACCEL_Z,GYRO_X,GYRO_Y,GYRO_Z,RESULT
158,244,3,4,20,3.55,7.52,-4.56,-0.04,-0.18,0.05,D
155,245,2,4,19,3.72,7.43,-4.57,0.00,-0.06,0.01,D
151,244,2,3,20,3.32,7.44,-4.61,-0.01,-0.05,0.02,D
150,243,2,3,20,3.39,7.41,-4.65,-0.04,0.03,-0.02,D
151,245,2,4,19,3.56,7.45,-4.62,-0.02,0.01,-0.01,D
151,244,2,2,20,3.51,7.47,-4.55,-0.03,-0.03,-0.00,D
152,244,2,3,19,3.60,7.43,-4.63,-0.00,-0.04,0.03,D
153,244,3,2,21,3.53,7.45,-4.60,-0.02,-0.02,-0.01,D
154,244,2,3,19,3.53,7.43,-4.61,-0.01,-0.07,0.01,D
154,244,2,4,20,3.46,7.45,-4.65,-0.03,0.01,0.00,D
155,243,3,3,20,3.37,7.45,-4.65,-0.02,0.00,0.01,D
156,244,1,3,21,3.46,7.40,-4.72,-0.04,-0.01,-0.01,D
157,244,2,2,20,3.52,7.49,-4.54,0.01,0.03,-0.00,D
160,243,4,3,22,3.49,7.45,-4.72,-0.03,-0.03,0.01,D
161,243,4,2,22,3.49,7.45,-4.61,-0.01,-0.00,0.01,D
163,243,2,3,20,3.35,7.49,-4.69,-0.06,-0.01,-0.00,D
168,243,4,3,22,3.39,7.49,-4.63,-0.03,-0.04,0.00,D
167,243,2,3,20,3.30,7.47,-4.60,-0.03,-0.05,0.01,D
169,242,2,2,20,3.35,7.44,-4.60,-0.02,-0.00,0.00,D
172,243,4,3,22,3.46,7.49,-4.58,-0.01,-0.03,0.00,D
173,243,4,3,20,3.47,7.47,-4.65,-0.02,0.00,0.00,D
180,243,2,1,20,3.36,7.49,-4.56,-0.03,-0.02,-0.00,D
184,242,2,2,21,3.46,7.51,-4.54,-0.02,0.16,-0.02,D
182,243,2,4,21,3.71,7.55,-4.26,0.01,1.01,-0.16,D
179,243,3,3,20,5.26,7.80,-2.59,0.30,1.98,-0.47,D
176,243,2,3,20,5.29,8.22,-1.36,0.03,0.97,-0.34,D
177,244,3,3,21,4.92,8.40,-0.52,-0.21,-0.35,0.11,D
177,244,4,2,21,5.37,8.29,-0.75,-0.09,-0.06,0.06,D
181,244,4,3,22,5.55,8.17,-0.81,-0.05,-0.17,0.08,D
183,244,3,2,21,5.95,7.97,-0.62,0.05,0.02,0.06,D
188,244,3,4,22,6.12,8.38,-0.51,0.19,0.33,-0.00,D
182,243,5,1,22,5.60,7.97,-1.74,-0.26,-1.58,0.58,D
181,244,3,4,22,5.82,6.97,-3.39,-0.23,-1.65,0.28,D
180,243,4,3,22,4.72,7.50,-4.36,-0.01,0.14,-0.06,D
179,244,3,2,21,4.80,6.55,-4.38,-0.08,-0.25,-0.13,D
179,244,2,2,21,4.38,7.18,-4.55,-0.16,-0.07,0.14,D
177,244,4,2,21,4.46,7.50,-4.07,-0.09,-0.01,0.03,D
177,245,3,4,21,4.34,7.34,-4.02,0.07,-0.08,0.07,D
174,243,4,3,20,4.46,7.19,-4.42,0.01,-0.31,0.08,D
174,245,2,3,20,4.37,7.22,-4.30,-0.02,-0.03,0.06,D
174,245,3,4,21,4.15,7.24,-4.62,-0.03,-0.36,0.12,D
174,244,2,3,21,4.43,7.09,-4.54,-0.10,-0.58,0.25,D
176,243,3,2,21,3.97,6.96,-4.83,-0.01,-0.28,0.10,D
176,243,4,3,22,3.94,6.82,-5.30,-0.06,-0.58,0.26,D
177,244,4,3,21,3.72,6.69,-5.57,-0.05,-0.54,0.20,D
176,245,3,3,21,3.30,6.53,-5.67,0.02,0.01,0.02,D
177,244,3,4,21,3.34,6.58,-5.76,-0.02,0.12,-0.05,D
177,244,3,6,22,3.11,6.65,-5.54,-0.03,-0.10,-0.00,D
178,243,4,3,21,3.46,6.64,-5.56,-0.02,0.04,-0.00,D
177,244,3,4,21,3.25,6.65,-5.45,-0.01,-0.07,0.02,D
177,243,3,3,22,3.49,6.64,-5.66,-0.02,0.08,-0.02,D
177,243,1,3,22,4.02,6.57,-5.57,0.02,0.93,-0.13,D
178,245,3,4,21,4.32,6.66,-5.04,0.00,0.52,-0.09,D
177,244,3,3,21,4.60,6.89,-4.39,0.09,1.17,-0.39,D
178,243,5,3,21,4.94,6.79,-3.91,0.07,0.27,-0.00,D
178,243,4,3,20,4.26,6.56,-4.93,-0.08,-2.71,1.01,D
181,233,3,3,24,3.30,7.53,-5.00,-0.21,0.23,-0.15,D
182,233,2,2,24,2.48,7.21,-5.18,-0.05,0.22,-0.21,D
181,232,1,2,24,2.60,7.03,-5.64,0.06,0.04,0.02,D
182,233,2,4,23,2.87,7.26,-5.38,-0.18,-0.34,0.23,D
182,233,3,3,25,2.93,7.34,-4.89,-0.11,-0.21,0.14,D
182,233,2,5,23,2.80,7.25,-5.10,-0.01,-0.05,-0.03,D
182,233,3,4,24,2.36,7.40,-5.62,-0.03,-0.15,0.09,D
182,233,3,3,25,2.07,7.25,-5.06,-0.11,-0.21,-0.08,D
182,232,3,3,24,2.58,7.17,-5.00,0.01,-0.03,0.05,D
182,233,4,3,24,2.13,7.21,-5.13,-0.00,0.02,0.05,D
182,233,2,3,22,2.32,7.16,-5.38,0.12,-0.01,0.19,D
183,232,3,4,24,3.01,6.97,-5.75,0.08,-0.03,0.16,D
182,232,3,3,23,3.25,6.63,-5.45,0.02,0.02,0.04,D
182,233,2,4,25,3.54,6.76,-5.57,0.07,-0.05,-0.07,D
182,232,2,2,24,2.79,6.50,-5.86,0.05,-0.00,-0.04,D
182,233,3,3,22,3.02,6.67,-5.73,-0.02,-0.00,0.02,D
180,232,2,4,23,3.30,6.69,-5.68,-0.00,0.05,-0.02,D
182,232,3,3,24,3.06,6.55,-5.73,-0.03,0.12,-0.01,D
182,232,2,3,24,3.00,7.06,-5.97,-0.07,-0.01,-0.04,D
181,233,4,3,24,3.22,6.80,-5.12,-0.02,0.01,-0.12,D
181,232,2,4,25,2.65,6.87,-5.39,-0.02,0.14,-0.16,D
182,233,2,5,24,2.85,6.85,-5.66,-0.04,0.06,-0.00,D
180,232,2,4,23,2.66,6.90,-5.72,-0.03,-0.02,0.01,D
183,232,2,2,24,2.51,6.66,-5.68,-0.09,-0.11,0.09,D
182,232,3,3,22,2.60,7.11,-5.35,-0.03,-0.09,0.06,D
181,233,4,3,24,2.57,6.76,-5.58,0.01,-0.03,0.03,D
182,232,3,4,24,2.91,6.95,-5.66,-0.00,-0.07,0.08,D
181,232,4,3,24,2.78,6.95,-5.42,0.01,0.03,-0.09,D
181,232,3,3,24,2.81,6.76,-5.56,-0.06,0.02,-0.00,D
183,231,4,3,25,2.75,6.83,-5.66,0.01,-0.02,0.01,D
142,152,2,1,14,0.28,7.46,-5.29,-0.02,-0.03,0.01,E
142,151,2,3,16,0.34,7.45,-5.39,0.01,0.02,-0.01,E
143,151,1,2,15,0.23,7.50,-5.19,-0.04,-0.02,-0.02,E
143,151,3,2,16,0.31,7.45,-5.45,-0.05,-0.01,0.01,E
143,149,2,1,16,0.35,7.43,-5.46,0.01,-0.05,0.03,E
142,152,2,3,16,0.33,7.60,-5.15,-0.02,-0.05,0.01,E
142,151,2,1,16,0.30,7.56,-5.26,-0.06,-0.03,0.03,E
143,152,2,3,15,0.63,7.47,-5.46,-0.03,-0.09,0.07,E
143,152,1,4,15,0.11,7.41,-5.28,-0.02,-0.32,0.25,E
142,151,2,1,14,-0.11,7.50,-5.28,0.20,-0.80,0.30,E
143,152,1,2,14,-0.25,7.53,-5.24,0.09,-0.49,0.47,E
143,152,1,2,14,-0.09,7.35,-5.42,-0.03,-0.13,0.07,E
144,151,4,2,16,-0.73,7.28,-5.58,-0.01,-0.02,0.00,E
144,152,2,1,14,-0.38,7.46,-5.16,0.02,-0.01,-0.01,E
144,152,1,2,15,-0.68,7.21,-5.50,-0.08,0.04,-0.01,E
144,151,3,2,14,-0.70,7.25,-5.45,0.03,0.06,-0.09,E
145,153,1,3,14,-0.94,7.24,-5.49,0.04,-0.12,-0.13,E
144,151,2,2,15,-0.88,7.16,-5.49,-0.12,0.11,0.08,E
144,153,2,2,16,-0.42,7.24,-5.15,0.15,0.21,-0.21,E
144,151,1,2,13,-0.70,6.67,-6.08,0.03,0.11,0.03,E
144,152,2,2,15,0.17,7.22,-5.65,-0.04,0.16,0.16,E
144,153,2,2,15,0.87,7.21,-6.34,-0.08,0.10,0.09,E
144,151,2,2,15,0.59,7.05,-5.88,-0.08,-0.08,-0.02,E
145,153,1,1,14,0.32,6.94,-6.27,-0.01,-0.10,-0.07,E
145,153,1,3,15,0.20,7.18,-5.77,-0.14,-0.13,-0.12,E
145,152,2,2,15,0.04,7.09,-5.76,-0.16,0.01,0.03,E
144,152,2,2,14,0.11,7.50,-5.03,-0.21,-0.19,-0.04,E
144,152,3,2,15,-0.67,7.40,-5.10,-0.05,-0.14,-0.07,E
145,151,1,2,15,-0.07,7.45,-5.25,-0.08,-0.06,0.07,E
145,153,1,2,15,-0.45,7.62,-4.97,0.01,0.04,-0.01,E
144,153,2,1,15,-0.22,7.34,-5.44,-0.01,0.05,-0.01,E
146,153,3,2,15,0.17,7.67,-4.97,-0.01,-0.04,0.01,E
145,153,1,1,13,0.01,7.76,-5.15,-0.02,0.00,0.06,E
145,154,2,2,16,-0.26,7.64,-5.06,-0.02,-0.02,-0.12,E
145,153,2,1,16,0.02,7.63,-5.25,0.06,0.05,-0.11,E
146,154,2,3,14,-0.86,7.27,-5.18,-0.07,0.08,-0.22,E
145,153,1,2,15,-0.74,7.38,-5.37,-0.01,-0.02,-0.01,E
146,153,3,1,14,-0.52,7.36,-5.10,-0.01,-0.04,-0.03,E
146,154,1,4,15,-1.54,7.10,-5.48,0.22,0.09,-0.40,E
147,152,2,2,15,-1.30,6.79,-6.26,0.08,0.33,0.08,E
145,152,1,2,15,-0.22,7.07,-6.05,0.02,0.06,0.03,E
146,153,2,1,14,-0.70,6.52,-6.04,0.03,-0.04,-0.00,E
147,154,2,3,15,-0.71,6.96,-6.00,-0.11,-0.11,0.09,E
147,154,2,2,14,-0.50,6.79,-5.83,-0.06,-0.14,0.16,E
147,154,1,2,15,-0.04,7.02,-5.75,-0.03,-0.28,0.16,E
146,153,2,1,15,-0.01,6.93,-6.14,0.19,-0.08,-0.03,E
146,154,2,2,16,-0.57,6.89,-6.04,-0.15,0.02,0.18,E
146,154,2,1,16,0.07,7.26,-5.44,-0.05,0.02,0.24,E
147,152,1,2,15,0.02,6.73,-5.80,-0.00,0.10,0.20,E
147,154,1,2,14,0.75,7.77,-6.12,0.03,0.17,0.05,E
147,154,2,2,14,0.74,7.17,-5.54,-0.32,0.42,-0.50,E
147,153,2,1,15,0.39,7.54,-4.72,-0.20,0.44,-0.38,E
147,155,2,1,15,0.90,7.40,-5.21,0.03,0.30,-0.08,E
148,153,1,1,15,0.83,7.58,-5.32,0.03,-0.05,-0.03,E
147,154,2,2,15,0.95,7.50,-5.22,-0.01,-0.05,0.08,E
147,155,2,4,15,0.55,7.49,-4.86,0.13,0.15,0.28,E
146,153,2,1,16,3.28,7.01,-5.52,0.18,0.55,-0.01,E
148,154,3,2,15,2.09,7.23,-5.41,-0.06,-0.03,-0.00,E
148,155,1,2,15,2.39,7.27,-5.26,-0.01,0.02,-0.05,E
148,155,2,2,16,2.35,6.97,-5.50,0.25,0.20,-0.24,E
150,155,3,2,16,2.21,6.88,-5.96,0.09,0.13,-0.05,E
147,155,1,4,16,2.18,6.97,-5.85,-0.01,-0.14,0.01,E
149,154,2,2,16,1.93,6.89,-5.62,-0.14,-0.61,0.30,E
147,154,2,2,14,1.80,7.01,-5.43,-0.09,-0.56,0.39,E
148,154,1,2,15,2.03,6.92,-6.03,-0.04,-0.16,0.17,E
148,155,1,1,16,2.13,6.98,-5.63,-0.00,-0.11,0.02,E
148,156,1,4,15,1.83,6.90,-6.00,-0.02,-0.06,0.02,E
148,155,2,2,14,1.30,6.76,-5.84,-0.13,-0.28,0.02,E
149,155,2,2,16,1.38,6.91,-6.24,-0.07,-0.22,0.07,E
149,156,1,2,14,1.33,7.11,-5.43,-0.12,0.01,0.04,E
148,154,3,2,15,1.04,7.14,-5.63,0.03,0.09,-0.01,E
148,156,2,1,16,1.22,7.15,-5.74,0.10,0.34,-0.05,E
148,154,1,1,15,0.69,7.13,-5.86,0.01,-0.11,-0.00,E
148,155,3,1,15,0.24,7.12,-5.62,0.01,-0.31,0.02,E
149,154,1,2,15,-0.23,7.09,-5.74,0.17,-0.30,-0.01,E
148,155,2,2,14,-0.49,6.68,-6.08,0.11,0.02,-0.10,E
149,154,3,3,15,-0.63,6.37,-6.24,-0.02,-0.10,0.05,E
149,154,1,0,14,-0.73,6.58,-6.27,0.02,0.11,-0.03,E
148,155,2,1,14,-0.48,6.58,-6.03,-0.01,0.09,-0.04,E
149,155,3,3,16,-0.10,6.45,-6.41,-0.04,0.06,0.02,E
150,155,2,2,14,0.01,6.93,-6.05,-0.08,0.12,0.03,E
149,157,2,3,14,-0.28,6.55,-6.11,-0.05,0.34,-0.15,E
150,155,3,2,15,-0.33,6.77,-5.99,0.02,0.04,0.03,E
149,156,1,2,15,0.02,6.81,-5.96,-0.09,-0.02,-0.00,E
149,156,3,3,15,0.03,6.96,-5.78,0.08,0.03,-0.01,E
147,155,3,3,15,0.33,6.93,-6.06,-0.11,-0.15,0.01,E
147,153,2,1,14,0.13,6.81,-6.02,-0.05,-0.08,0.02,E
147,154,2,4,15,0.20,6.99,-5.74,-0.05,0.05,-0.05,E
145,153,3,2,15,0.22,6.91,-5.80,-0.02,-0.01,-0.05,E
145,153,4,2,15,-0.06,6.90,-5.69,-0.01,-0.09,-0.00,E
186,159,5,5,32,0.17,8.29,-4.28,0.03,0.00,0.01,F
187,159,3,6,30,0.20,8.32,-4.04,-0.01,-0.04,0.01,F
186,157,5,5,32,0.34,8.37,-4.21,-0.05,0.02,0.00,F
186,157,5,5,31,0.34,8.31,-4.12,-0.01,-0.05,0.02,F
186,158,4,5,31,0.26,8.41,-4.12,-0.04,-0.05,0.01,F
185,158,4,6,32,0.39,8.30,-4.07,-0.04,-0.06,0.00,F
185,157,4,5,31,0.34,8.49,-4.12,-0.18,-0.05,0.02,F
187,161,5,6,31,0.32,8.49,-4.10,0.03,0.01,0.00,F
188,165,4,5,30,0.33,8.57,-3.79,-0.15,-0.15,-0.01,F
187,164,5,6,31,0.34,8.50,-3.87,0.03,-0.07,-0.11,F
189,162,5,5,31,0.11,8.24,-3.99,0.02,0.09,-0.11,F
188,161,6,7,30,-0.40,8.38,-3.91,-0.02,-0.07,0.02,F
190,163,5,5,32,-0.38,8.38,-3.74,-0.12,-0.07,0.21,F
194,159,4,5,30,0.29,9.10,-3.28,-0.03,-0.07,0.13,F
213,154,6,7,30,0.43,8.95,-3.11,-0.24,0.31,0.10,F
218,149,7,3,32,0.65,9.05,-2.15,0.05,0.19,0.07,F
220,150,6,6,30,0.52,9.05,-3.05,-0.13,-0.07,0.06,F
221,153,5,5,31,0.83,9.08,-2.68,0.10,-0.00,0.02,F
221,154,3,6,31,0.66,9.07,-2.87,-0.01,-0.10,0.04,F
221,156,4,5,31,0.93,8.75,-3.35,0.04,-0.12,0.05,F
218,163,5,5,31,0.58,8.82,-3.14,-0.15,-0.13,-0.11,F
212,165,5,5,32,0.08,8.99,-2.64,0.16,0.05,-0.02,F
214,164,7,6,33,0.30,9.04,-3.18,-0.05,-0.10,0.04,F
213,164,5,5,31,0.62,8.87,-3.11,-0.00,-0.06,0.03,F
212,165,4,7,32,0.66,8.87,-3.30,-0.11,0.17,-0.04,F
213,164,5,5,32,0.55,8.81,-3.26,0.03,0.04,0.03,F
213,165,4,5,31,0.62,8.79,-3.28,-0.03,-0.06,0.01,F
213,165,5,7,31,0.64,8.75,-3.31,0.00,-0.04,0.01,F
214,165,5,7,31,0.74,8.75,-3.28,-0.03,-0.02,-0.07,F
211,164,5,6,31,-0.55,8.61,-2.60,0.37,-0.13,-0.52,F
207,162,5,4,32,-0.52,8.40,-4.21,0.19,0.12,0.19,F
206,164,6,6,31,-0.03,8.37,-5.26,0.03,0.01,-0.03,F
205,165,5,5,32,0.15,7.83,-4.32,-0.02,0.02,0.09,F
204,165,5,5,32,0.06,8.13,-4.62,-0.06,-0.04,0.07,F
204,166,5,6,33,0.74,7.99,-5.28,-0.16,0.73,-0.13,F
190,173,5,5,32,1.42,8.59,-3.42,-0.29,0.59,-0.33,F
180,174,5,4,31,1.08,8.31,-3.24,0.09,-0.40,0.05,F
176,175,4,5,32,0.84,8.69,-3.65,0.20,-0.35,0.11,F
180,175,5,4,32,0.91,8.09,-4.25,0.01,-0.13,0.01,F
175,173,7,5,31,1.21,8.49,-4.05,-0.02,0.01,0.04,F
168,175,6,5,30,1.02,8.49,-4.02,-0.01,0.20,-0.05,F
168,176,4,5,30,1.23,8.48,-3.84,-0.10,-0.00,-0.01,F
172,182,6,5,32,1.25,8.49,-3.93,0.02,0.00,0.01,F
168,181,5,5,31,1.15,8.55,-3.96,-0.09,-0.01,0.02,F
171,182,4,5,30,1.43,8.47,-3.96,-0.02,-0.02,0.00,F
208,189,5,5,32,0.92,8.41,-4.04,-0.32,-0.49,0.00,F
219,154,5,4,31,0.18,8.95,-3.04,-0.28,-0.80,0.20,F
224,152,4,5,32,0.25,8.79,-3.06,0.01,-0.33,0.08,F
224,152,5,6,33,0.73,8.71,-3.28,-0.14,-0.11,0.18,F
224,154,5,4,32,0.97,8.97,-2.71,-0.04,-0.01,0.00,F
224,155,4,5,30,0.92,9.00,-2.93,-0.06,-0.05,0.07,F
224,157,6,7,31,0.88,8.88,-3.06,-0.02,-0.05,-0.01,F
223,158,5,4,31,0.90,8.99,-3.07,-0.04,-0.09,0.02,F
223,157,5,5,31,0.90,8.91,-2.93,0.02,-0.01,-0.01,F
224,158,6,5,32,0.57,8.59,-3.20,0.05,-0.18,-0.02,F
223,161,5,3,32,0.72,8.72,-3.43,-0.00,-0.14,0.12,F
224,161,5,5,30,0.88,8.81,-3.29,0.06,-0.08,0.07,F
224,162,6,6,31,0.78,8.61,-3.45,0.14,0.05,0.00,F
224,163,5,5,31,0.61,8.65,-3.58,0.00,-0.04,0.01,F
224,164,7,5,32,0.51,8.66,-3.51,-0.03,-0.02,-0.04,F
224,164,5,5,30,0.43,8.68,-3.51,0.05,-0.19,0.12,F
224,164,6,5,32,0.55,8.83,-4.19,-0.09,-0.14,0.26,F
223,164,5,5,30,1.19,8.81,-2.85,-0.38,0.02,-0.03,F
224,164,5,4,30,0.71,8.83,-3.05,-0.23,0.13,0.07,F
225,165,3,7,31,1.20,9.33,-2.19,-0.02,-0.03,0.07,F
225,164,6,5,33,1.84,9.02,-2.41,-0.02,-0.01,0.06,F
225,164,5,4,31,0.65,9.35,-2.49,0.04,0.39,-0.54,F
224,165,6,6,31,-0.02,8.93,-3.06,0.33,0.32,-0.06,F
223,166,5,6,31,0.44,8.78,-4.32,0.51,-0.25,0.07,F
223,166,6,5,32,0.95,8.89,-4.05,0.03,0.11,0.14,F
223,167,5,6,32,0.55,8.34,-3.63,-0.01,-0.10,-0.03,F
223,167,5,5,30,0.82,8.64,-3.75,-0.06,-0.08,0.08,F
217,168,6,7,32,0.71,8.64,-3.45,0.04,0.06,0.01,F
213,157,5,6,31,1.27,8.72,-3.26,-0.16,0.15,0.05,F
213,148,5,5,32,1.34,8.86,-3.00,-0.27,-0.13,0.10,F
180,147,5,5,31,1.27,9.14,-3.06,-0.08,-0.03,0.00,F
178,149,5,5,31,0.92,9.09,-2.81,0.02,-0.12,0.06,F
179,150,7,5,32,1.05,8.97,-2.99,-0.04,-0.03,-0.04,F
177,148,5,6,31,1.13,8.84,-3.15,0.03,-0.02,-0.00,F
156,137,5,5,31,1.53,8.60,-3.27,0.09,0.05,0.03,F
132,130,5,4,32,1.68,8.81,-3.45,-0.17,0.27,-0.03,F
135,135,5,5,31,1.37,8.55,-3.23,0.02,-0.03,-0.02,F
139,137,6,3,32,1.60,8.68,-3.38,-0.07,-0.06,0.04,F
139,137,5,5,30,1.54,8.91,-3.11,0.02,0.02,0.07,F
140,136,5,5,32,1.49,8.87,-3.04,-0.05,-0.04,0.03,F
139,134,5,4,31,1.97,8.76,-3.13,0.03,0.01,0.01,F
142,137,6,5,33,1.75,8.77,-3.11,-0.01,-0.06,0.07,F
141,136,5,6,32,1.62,8.76,-3.27,0.04,-0.07,0.03,F
143,139,3,6,31,1.76,9.05,-3.14,-0.21,-0.14,0.02,F
143,138,5,4,32,1.81,8.66,-2.55,-0.17,-0.15,0.05,F
143,138,5,6,31,1.73,8.94,-2.39,0.00,0.05,0.01,F
145,139,5,6,31,1.69,9.25,-2.74,0.09,-0.02,-0.10,F
145,139,5,5,31,1.24,8.63,-2.91,0.03,0.03,-0.02,F
146,140,4,6,30,1.36,8.90,-3.10,0.00,0.01,-0.03,F
147,139,5,6,31,1.49,8.73,-3.05,-0.01,0.01,-0.03,F
148,140,5,6,31,1.46,8.88,-3.22,0.03,-0.06,0.02,F
149,139,5,5,32,1.61,8.79,-3.12,0.01,-0.01,0.02,F
149,138,3,4,31,1.62,8.85,-3.18,-0.05,-0.01,0.03,F
150,141,5,6,31,1.72,8.81,-3.17,-0.02,-0.03,0.01,F
149,140,5,6,31,1.59,8.83,-3.15,-0.06,-0.01,-0.01,F
150,139,6,3,32,1.54,8.86,-3.04,-0.04,-0.02,0.01,F
149,139,5,5,30,1.53,8.83,-3.09,-0.01,0.02,0.00,F
149,140,5,5,31,1.62,8.89,-3.02,-0.01,0.01,-0.00,F
150,140,4,5,30,1.54,8.64,-2.93,0.16,-0.12,0.01,F
150,140,6,5,34,1.59,8.84,-3.25,-0.08,-0.03,0.00,F
150,139,6,5,32,1.58,8.72,-3.24,-0.03,-0.03,-0.00,F
151,141,5,5,31,1.68,8.73,-3.18,-0.01,-0.02,0.01,F
151,140,5,5,31,1.60,8.75,-3.20,-0.03,-0.02,0.01,F
150,140,5,4,32,1.66,8.78,-3.21,-0.04,-0.02,0.01,F
151,141,5,4,32,1.63,8.79,-3.28,-0.02,-0.03,0.01,F
151,140,3,4,31,1.66,8.74,-3.12,-0.01,-0.00,-0.01,F
152,141,5,5,31,1.59,8.77,-3.11,-0.03,-0.03,-0.02,F
152,141,5,7,31,1.67,8.76,-3.26,-0.02,-0.02,0.00,F
152,141,5,5,29,1.62,8.78,-3.16,-0.03,-0.01,0.01,F
153,140,4,6,31,1.63,8.75,-3.12,0.01,-0.02,0.01,F
152,140,5,4,31,1.68,8.76,-3.19,-0.03,-0.00,0.01,F
152,140,5,5,33,1.71,8.83,-3.13,-0.02,-0.02,0.03,F
151,141,4,6,31,1.63,8.78,-3.12,-0.02,-0.01,0.00,F
151,141,4,5,30,1.52,8.96,-3.28,-0.08,-0.00,-0.08,F
154,141,6,6,32,1.81,8.68,-3.49,0.14,-0.13,-0.13,F
153,142,6,5,31,1.14,8.75,-3.76,0.04,-0.12,-0.13,F
154,142,5,4,32,0.46,8.46,-3.13,0.07,-0.07,-0.29,F
216,234,2,0,20,1.85,6.50,-6.17,0.01,0.06,-0.03,G
216,234,2,1,18,1.22,6.34,-6.47,-0.02,-0.23,0.07,G
215,234,3,1,20,1.76,6.23,-6.91,0.01,-0.01,0.01,G
217,234,3,1,20,1.25,6.12,-7.07,-0.03,0.11,-0.14,G
215,235,2,1,18,1.20,6.59,-6.43,-0.11,-0.13,0.01,G
216,235,2,2,19,1.53,6.08,-6.65,0.18,-0.04,0.14,G
216,234,4,1,20,1.70,6.13,-6.48,-0.00,-0.02,-0.03,G
216,235,2,1,19,1.55,6.17,-6.11,-0.02,-0.01,0.05,G
216,235,0,1,18,1.39,6.13,-6.76,0.01,0.08,-0.05,G
217,235,4,1,18,1.40,6.17,-6.87,-0.06,-0.21,-0.01,G
217,234,2,1,19,1.13,6.06,-6.50,-0.07,-0.21,0.08,G
216,235,1,1,20,1.10,6.47,-6.27,-0.04,-0.16,0.03,G
217,235,2,2,20,1.19,6.37,-6.51,-0.13,-0.09,0.10,G
217,234,2,0,19,0.79,6.18,-6.46,0.08,-0.09,-0.12,G
216,236,1,2,18,0.51,6.27,-6.42,-0.03,-0.04,-0.00,G
216,235,2,1,19,0.87,6.25,-6.66,0.04,-0.05,0.07,G
217,235,1,2,20,0.70,6.13,-6.61,-0.03,-0.03,-0.01,G
216,236,2,3,19,0.63,5.97,-6.70,0.09,0.01,0.02,G
216,235,1,1,20,0.76,5.81,-6.90,0.07,-0.00,0.04,G
217,234,1,0,19,0.84,5.86,-7.18,-0.03,-0.07,0.04,G
216,236,2,1,19,0.57,5.77,-6.63,-0.07,-0.10,0.02,G
216,235,2,1,18,0.69,5.99,-6.61,0.02,-0.01,0.11,G
216,236,2,2,19,0.90,6.03,-6.95,-0.04,-0.02,0.02,G
216,236,2,2,19,0.86,6.00,-6.69,-0.01,-0.01,-0.09,G
216,234,1,0,20,0.81,5.91,-6.82,-0.03,0.01,-0.10,G
217,235,2,1,19,0.66,5.85,-6.81,0.04,0.05,-0.11,G
216,236,2,1,18,0.66,5.71,-6.85,0.02,0.08,-0.07,G
215,236,2,1,18,0.70,5.73,-7.04,-0.04,-0.03,0.02,G
215,236,2,1,19,0.80,5.75,-6.89,-0.05,-0.08,0.03,G
216,235,2,1,19,0.72,5.77,-7.00,-0.03,-0.06,0.05,G
216,236,2,1,18,0.81,5.81,-6.78,-0.02,-0.22,0.15,G
216,236,2,1,19,0.82,5.81,-6.97,-0.05,-0.06,0.03,G
216,236,0,1,18,0.53,5.84,-6.85,-0.02,-0.02,0.02,G
216,236,2,3,19,0.50,5.79,-6.95,-0.00,-0.00,0.09,G
216,237,1,2,19,0.83,5.95,-6.74,-0.03,0.05,0.17,G
215,236,0,1,20,1.09,5.93,-6.90,0.03,0.01,-0.01,G
217,235,3,2,20,1.05,5.86,-6.79,-0.06,-0.07,0.02,G
216,235,2,1,20,0.96,5.88,-6.83,-0.02,-0.02,-0.01,G
217,236,2,2,19,1.03,5.91,-6.77,-0.00,0.02,0.00,G
216,236,2,5,19,0.99,5.97,-6.83,-0.05,-0.02,-0.02,G
216,235,2,2,18,0.94,5.95,-6.76,-0.03,0.04,-0.06,G
217,234,1,2,19,1.02,5.95,-6.79,-0.07,0.00,-0.02,G
216,235,2,0,20,0.89,6.04,-6.58,0.02,0.04,-0.06,G
216,236,1,2,19,0.85,5.86,-6.94,0.00,0.08,-0.11,G
217,236,2,2,19,0.77,5.75,-7.10,0.06,0.05,-0.07,G
217,235,1,1,20,0.86,5.93,-6.71,-0.02,-0.00,-0.00,G
215,236,2,1,19,0.90,5.77,-6.90,-0.02,-0.05,0.04,G
216,236,2,1,19,0.75,5.83,-6.78,-0.04,-0.06,0.05,G
216,236,1,1,18,0.90,5.84,-6.89,-0.02,-0.06,0.05,G
215,236,2,1,18,0.90,5.81,-6.90,-0.05,-0.09,0.08,G
216,236,2,2,19,0.87,5.86,-6.90,-0.00,-0.09,0.07,G
215,236,0,1,19,0.90,5.91,-6.82,-0.04,-0.00,0.04,G
217,234,2,1,19,1.04,5.96,-6.82,-0.00,0.01,0.00,G
217,235,2,0,20,0.94,5.94,-6.62,-0.03,0.01,-0.01,G
216,235,3,1,19,1.07,5.97,-6.72,-0.03,0.07,-0.03,G
216,235,1,1,20,1.11,5.98,-6.66,-0.01,0.02,-0.03,G
217,236,3,1,18,1.12,5.97,-6.76,-0.02,0.02,-0.01,G
216,235,2,2,20,0.97,5.91,-6.98,-0.02,-0.01,-0.00,G
216,235,1,2,20,1.17,5.79,-6.98,0.10,-0.01,-0.05,G
216,236,2,3,19,1.15,5.69,-7.02,-0.08,-0.13,0.18,G
